,category,price,quantity,order_date,shipping_date,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day,order_hour,shipping_month,shipping_day,shipping_hour,delivery_time
4124,Books,23.97,1,2024-09-20 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,PayPal,Mobile,Organic,New,9,20,14,9,25,14,5
4125,Clothing,450.63,1,2024-09-20 14:59:58.897063,2024-09-21 14:59:58.897063,Delivered,Credit Card,Desktop,Social,Returning,9,20,14,9,21,14,1
4126,Home,178.1,3,2024-09-20 14:59:58.897063,2024-09-21 14:59:58.897063,Delivered,Debit Card,Tablet,Email,VIP,9,20,14,9,21,14,1
4127,Clothing,392.17,2,2024-09-20 14:59:58.897063,2024-09-24 14:59:58.897063,Returned,Credit Card,Tablet,Email,Returning,9,20,14,9,24,14,4
4128,Toys,184.44,3,2024-09-20 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Google Pay,Tablet,Email,Returning,9,20,14,9,25,14,5
4129,Beauty,337.59,1,2024-09-20 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Google Pay,Tablet,Email,VIP,9,20,14,9,24,14,4
4130,Books,157.23,4,2024-09-20 14:59:58.897063,2024-09-24 14:59:58.897063,Shipped,PayPal,Desktop,Email,VIP,9,20,14,9,24,14,4
4131,Toys,351.58,3,2024-09-20 14:59:58.897063,2024-09-27 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,VIP,9,20,14,9,27,14,7
4132,Toys,120.37,1,2024-09-20 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Google Pay,Desktop,Email,VIP,9,20,14,9,24,14,4
4133,Electronics,160.92,3,2024-09-20 14:59:58.897063,2024-09-23 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,VIP,9,20,14,9,23,14,3
4134,Toys,33.36,3,2024-09-20 14:59:58.897063,2024-09-21 14:59:58.897063,Delivered,Google Pay,Tablet,Email,VIP,9,20,14,9,21,14,1
4135,Electronics,232.08,1,2024-09-20 14:59:58.897063,2024-09-24 14:59:58.897063,Returned,Debit Card,Mobile,Social,VIP,9,20,14,9,24,14,4
4136,Electronics,68.24,2,2024-09-20 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,9,20,14,9,26,14,6
4137,Clothing,90.77,1,2024-09-20 14:59:58.897063,2024-09-27 14:59:58.897063,Returned,Apple Pay,Desktop,Paid Search,Returning,9,20,14,9,27,14,7
4138,Books,198.73,3,2024-09-20 14:59:58.897063,2024-09-27 14:59:58.897063,Pending,Debit Card,Mobile,Paid Search,New,9,20,14,9,27,14,7
4139,Beauty,18.43,4,2024-09-20 14:59:58.897063,2024-09-22 14:59:58.897063,Delivered,Google Pay,Desktop,Email,Returning,9,20,14,9,22,14,2
4140,Electronics,259.34,2,2024-09-21 14:59:58.897063,2024-09-23 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,VIP,9,21,14,9,23,14,2
4141,Books,433.28,5,2024-09-21 14:59:58.897063,2024-09-23 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,Returning,9,21,14,9,23,14,2
4142,Books,129.36,3,2024-09-21 14:59:58.897063,2024-09-22 14:59:58.897063,Shipped,PayPal,Tablet,Email,VIP,9,21,14,9,22,14,1
4143,Home,303.44,2,2024-09-21 14:59:58.897063,2024-09-25 14:59:58.897063,Shipped,Debit Card,Tablet,Email,VIP,9,21,14,9,25,14,4
4144,Clothing,187.61,1,2024-09-21 14:59:58.897063,2024-09-28 14:59:58.897063,Shipped,Debit Card,Desktop,Social,VIP,9,21,14,9,28,14,7
4145,Toys,129.78,1,2024-09-21 14:59:58.897063,2024-09-28 14:59:58.897063,Shipped,Credit Card,Tablet,Email,VIP,9,21,14,9,28,14,7
4146,Books,170.06,3,2024-09-21 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Google Pay,Mobile,Social,VIP,9,21,14,9,28,14,7
4147,Toys,155.79,1,2024-09-21 14:59:58.897063,2024-09-23 14:59:58.897063,Returned,Debit Card,Tablet,Email,Returning,9,21,14,9,23,14,2
4148,Toys,26.73,2,2024-09-21 14:59:58.897063,2024-09-22 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,VIP,9,21,14,9,22,14,1
4149,Electronics,110.82,1,2024-09-21 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,PayPal,Tablet,Organic,Returning,9,21,14,9,25,14,4
4150,Electronics,392.61,1,2024-09-21 14:59:58.897063,2024-09-22 14:59:58.897063,Shipped,Debit Card,Mobile,Social,VIP,9,21,14,9,22,14,1
4151,Beauty,154.91,4,2024-09-21 14:59:58.897063,2024-09-23 14:59:58.897063,Delivered,Debit Card,Mobile,Social,VIP,9,21,14,9,23,14,2
4152,Toys,80.03,1,2024-09-21 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,VIP,9,21,14,9,25,14,4
4153,Clothing,180.43,3,2024-09-21 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,PayPal,Desktop,Email,VIP,9,21,14,9,25,14,4
4154,Toys,58.44,2,2024-09-21 14:59:58.897063,2024-09-23 14:59:58.897063,Delivered,PayPal,Desktop,Social,Returning,9,21,14,9,23,14,2
4155,Toys,458.9,2,2024-09-21 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Debit Card,Tablet,Email,VIP,9,21,14,9,25,14,4
4156,Electronics,327.29,1,2024-09-21 14:59:58.897063,2024-09-25 14:59:58.897063,Shipped,Debit Card,Mobile,Paid Search,VIP,9,21,14,9,25,14,4
4157,Electronics,391.67,3,2024-09-21 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Google Pay,Desktop,Social,VIP,9,21,14,9,24,14,3
4158,Books,217.04,1,2024-09-21 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,Apple Pay,Mobile,Paid Search,Returning,9,21,14,9,26,14,5
4159,Toys,434.14,2,2024-09-21 14:59:58.897063,2024-09-24 14:59:58.897063,Shipped,Debit Card,Tablet,Organic,Returning,9,21,14,9,24,14,3
4160,Books,420.34,1,2024-09-21 14:59:58.897063,2024-09-27 14:59:58.897063,Shipped,Google Pay,Desktop,Social,Returning,9,21,14,9,27,14,6
4161,Beauty,254.34,2,2024-09-21 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,New,9,21,14,9,28,14,7
4162,Clothing,388.58,4,2024-09-21 14:59:58.897063,2024-09-22 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,Returning,9,21,14,9,22,14,1
4163,Books,297.55,1,2024-09-21 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Google Pay,Desktop,Social,VIP,9,21,14,9,25,14,4
4164,Clothing,102.74,4,2024-09-21 14:59:58.897063,2024-09-27 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,Returning,9,21,14,9,27,14,6
4165,Home,352.53,4,2024-09-21 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,Google Pay,Desktop,Social,Returning,9,21,14,9,26,14,5
4166,Toys,337.83,3,2024-09-22 14:59:58.897063,2024-09-24 14:59:58.897063,Pending,Credit Card,Mobile,Organic,Returning,9,22,14,9,24,14,2
4167,Books,84.38,3,2024-09-22 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,VIP,9,22,14,9,25,14,3
4168,Beauty,485.84,3,2024-09-22 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,Credit Card,Mobile,Social,VIP,9,22,14,9,26,14,4
4169,Home,403.33,2,2024-09-22 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,9,22,14,9,26,14,4
4170,Toys,277.74,3,2024-09-22 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Debit Card,Tablet,Social,VIP,9,22,14,9,29,14,7
4171,Toys,216.56,4,2024-09-22 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,Returning,9,22,14,9,28,14,6
4172,Electronics,496.53,1,2024-09-22 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,Returning,9,22,14,9,25,14,3
4173,Beauty,238.44,2,2024-09-22 14:59:58.897063,2024-09-23 14:59:58.897063,Pending,PayPal,Desktop,Paid Search,VIP,9,22,14,9,23,14,1
4174,Books,97.33,2,2024-09-22 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,Returning,9,22,14,9,25,14,3
4175,Electronics,266.29,1,2024-09-22 14:59:58.897063,2024-09-23 14:59:58.897063,Delivered,Credit Card,Mobile,Email,Returning,9,22,14,9,23,14,1
4176,Electronics,409.07,1,2024-09-22 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Debit Card,Desktop,Social,Returning,9,22,14,9,24,14,2
4177,Beauty,269.14,1,2024-09-22 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Debit Card,Desktop,Email,VIP,9,22,14,9,24,14,2
4178,Electronics,491.6,2,2024-09-22 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,VIP,9,22,14,9,25,14,3
4179,Beauty,133.47,1,2024-09-22 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,PayPal,Tablet,Social,VIP,9,22,14,9,26,14,4
4180,Toys,317.19,3,2024-09-22 14:59:58.897063,2024-09-24 14:59:58.897063,Shipped,PayPal,Mobile,Paid Search,VIP,9,22,14,9,24,14,2
4181,Books,150.09,3,2024-09-22 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Debit Card,Tablet,Email,VIP,9,22,14,9,25,14,3
4182,Books,450.41,1,2024-09-22 14:59:58.897063,2024-09-26 14:59:58.897063,Shipped,Apple Pay,Tablet,Social,VIP,9,22,14,9,26,14,4
4183,Beauty,196.52,2,2024-09-22 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Debit Card,Desktop,Organic,VIP,9,22,14,9,24,14,2
4184,Home,202.42,2,2024-09-22 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,Returning,9,22,14,9,28,14,6
4185,Electronics,394.53,2,2024-09-22 14:59:58.897063,2024-09-23 14:59:58.897063,Shipped,Google Pay,Desktop,Social,VIP,9,22,14,9,23,14,1
4186,Beauty,26.97,3,2024-09-22 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Google Pay,Desktop,Email,Returning,9,22,14,9,28,14,6
4187,Electronics,312.43,4,2024-09-22 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Credit Card,Tablet,Paid Search,Returning,9,22,14,9,28,14,6
4188,Toys,300.02,3,2024-09-22 14:59:58.897063,2024-09-28 14:59:58.897063,Shipped,Credit Card,Tablet,Social,Returning,9,22,14,9,28,14,6
4189,Beauty,82.7,2,2024-09-22 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,PayPal,Mobile,Social,Returning,9,22,14,9,25,14,3
4190,Clothing,155.58,1,2024-09-22 14:59:58.897063,2024-09-23 14:59:58.897063,Returned,Credit Card,Mobile,Paid Search,New,9,22,14,9,23,14,1
4191,Toys,81.1,2,2024-09-22 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,Returning,9,22,14,9,26,14,4
4192,Home,329.56,5,2024-09-22 14:59:58.897063,2024-09-23 14:59:58.897063,Delivered,PayPal,Mobile,Email,New,9,22,14,9,23,14,1
4193,Beauty,265.81,2,2024-09-22 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,VIP,9,22,14,9,24,14,2
4194,Electronics,54.32,2,2024-09-22 14:59:58.897063,2024-09-27 14:59:58.897063,Shipped,Apple Pay,Mobile,Email,VIP,9,22,14,9,27,14,5
4195,Books,308.3,1,2024-09-22 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Google Pay,Tablet,Social,VIP,9,22,14,9,28,14,6
4196,Clothing,351.2,1,2024-09-22 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,PayPal,Tablet,Organic,Returning,9,22,14,9,26,14,4
4197,Electronics,360.55,2,2024-09-22 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Debit Card,Desktop,Email,Returning,9,22,14,9,24,14,2
4198,Clothing,438.28,1,2024-09-22 14:59:58.897063,2024-09-25 14:59:58.897063,Pending,PayPal,Mobile,Social,VIP,9,22,14,9,25,14,3
4199,Beauty,252.08,3,2024-09-23 14:59:58.897063,2024-09-27 14:59:58.897063,Shipped,Debit Card,Desktop,Email,VIP,9,23,14,9,27,14,4
4200,Beauty,251.95,2,2024-09-23 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,VIP,9,23,14,9,28,14,5
4201,Home,12.13,1,2024-09-23 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,Credit Card,Mobile,Email,New,9,23,14,9,26,14,3
4202,Toys,307.23,1,2024-09-23 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,Returning,9,23,14,9,28,14,5
4203,Books,38.54,6,2024-09-23 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,Returning,9,23,14,9,28,14,5
4204,Clothing,252.92,3,2024-09-23 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,Returning,9,23,14,9,29,14,6
4205,Books,180.23,5,2024-09-23 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Debit Card,Mobile,Email,Returning,9,23,14,9,28,14,5
4206,Beauty,43.66,2,2024-09-23 14:59:58.897063,2024-09-30 14:59:58.897063,Delivered,PayPal,Tablet,Organic,Returning,9,23,14,9,30,14,7
4207,Beauty,18.76,2,2024-09-23 14:59:58.897063,2024-09-26 14:59:58.897063,Pending,Google Pay,Desktop,Organic,Returning,9,23,14,9,26,14,3
4208,Home,380.33,1,2024-09-23 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,9,23,14,9,26,14,3
4209,Electronics,435.54,1,2024-09-23 14:59:58.897063,2024-09-25 14:59:58.897063,Shipped,Apple Pay,Desktop,Social,VIP,9,23,14,9,25,14,2
4210,Beauty,125.52,3,2024-09-23 14:59:58.897063,2024-09-27 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,Returning,9,23,14,9,27,14,4
4211,Toys,412.1,1,2024-09-23 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Google Pay,Mobile,Email,Returning,9,23,14,9,24,14,1
4212,Beauty,190.9,3,2024-09-23 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,PayPal,Mobile,Email,VIP,9,23,14,9,26,14,3
4213,Electronics,86.48,2,2024-09-23 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Debit Card,Mobile,Email,VIP,9,23,14,9,29,14,6
4214,Home,418.86,1,2024-09-23 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Credit Card,Mobile,Organic,VIP,9,23,14,9,29,14,6
4215,Clothing,144.9,1,2024-09-23 14:59:58.897063,2024-09-26 14:59:58.897063,Shipped,Credit Card,Tablet,Paid Search,New,9,23,14,9,26,14,3
4216,Toys,299.52,1,2024-09-23 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Debit Card,Tablet,Email,Returning,9,23,14,9,29,14,6
4217,Clothing,423.74,1,2024-09-23 14:59:58.897063,2024-09-24 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,Returning,9,23,14,9,24,14,1
4218,Home,217.01,1,2024-09-23 14:59:58.897063,2024-09-27 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,VIP,9,23,14,9,27,14,4
4219,Electronics,254.39,2,2024-09-23 14:59:58.897063,2024-09-24 14:59:58.897063,Shipped,Debit Card,Tablet,Organic,Returning,9,23,14,9,24,14,1
4220,Home,16.14,3,2024-09-23 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,VIP,9,23,14,9,26,14,3
4221,Books,11.83,1,2024-09-23 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,VIP,9,23,14,9,25,14,2
4222,Toys,111.63,4,2024-09-23 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,PayPal,Mobile,Email,Returning,9,23,14,9,28,14,5
4223,Electronics,242.08,1,2024-09-23 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,VIP,9,23,14,9,25,14,2
4224,Toys,166.37,5,2024-09-23 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Debit Card,Tablet,Social,Returning,9,23,14,9,29,14,6
4225,Electronics,102.97,1,2024-09-23 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Apple Pay,Mobile,Paid Search,VIP,9,23,14,9,25,14,2
4226,Electronics,121.83,1,2024-09-24 14:59:58.897063,2024-09-28 14:59:58.897063,Returned,Credit Card,Tablet,Organic,Returning,9,24,14,9,28,14,4
4227,Home,335.98,1,2024-09-24 14:59:58.897063,2024-09-29 14:59:58.897063,Shipped,Credit Card,Desktop,Paid Search,VIP,9,24,14,9,29,14,5
4228,Books,417.28,2,2024-09-24 14:59:58.897063,2024-10-01 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,Returning,9,24,14,10,1,14,7
4229,Home,43.61,1,2024-09-24 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Google Pay,Tablet,Social,Returning,9,24,14,9,25,14,1
4230,Clothing,436.65,2,2024-09-24 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,Returning,9,24,14,9,25,14,1
4231,Home,446.02,1,2024-09-24 14:59:58.897063,2024-09-28 14:59:58.897063,Shipped,Google Pay,Tablet,Organic,Returning,9,24,14,9,28,14,4
4232,Beauty,36.78,3,2024-09-24 14:59:58.897063,2024-09-28 14:59:58.897063,Shipped,Google Pay,Tablet,Organic,VIP,9,24,14,9,28,14,4
4233,Clothing,192.8,2,2024-09-24 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,VIP,9,24,14,9,25,14,1
4234,Home,244.91,5,2024-09-24 14:59:58.897063,2024-09-26 14:59:58.897063,Shipped,Credit Card,Mobile,Organic,Returning,9,24,14,9,26,14,2
4235,Books,214.73,2,2024-09-24 14:59:58.897063,2024-09-27 14:59:58.897063,Delivered,Debit Card,Mobile,Social,Returning,9,24,14,9,27,14,3
4236,Clothing,344.12,2,2024-09-24 14:59:58.897063,2024-09-25 14:59:58.897063,Delivered,Google Pay,Tablet,Email,Returning,9,24,14,9,25,14,1
4237,Clothing,264.98,3,2024-09-24 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,Returning,9,24,14,9,29,14,5
4238,Toys,383.27,1,2024-09-24 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,VIP,9,24,14,9,28,14,4
4239,Home,152.15,1,2024-09-24 14:59:58.897063,2024-09-27 14:59:58.897063,Delivered,PayPal,Mobile,Email,Returning,9,24,14,9,27,14,3
4240,Toys,175.12,2,2024-09-24 14:59:58.897063,2024-10-01 14:59:58.897063,Shipped,Google Pay,Mobile,Email,Returning,9,24,14,10,1,14,7
4241,Toys,226.58,1,2024-09-24 14:59:58.897063,2024-10-01 14:59:58.897063,Pending,PayPal,Desktop,Organic,Returning,9,24,14,10,1,14,7
4242,Toys,59.88,1,2024-09-24 14:59:58.897063,2024-09-30 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,VIP,9,24,14,9,30,14,6
4243,Electronics,101.9,4,2024-09-24 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Apple Pay,Tablet,Email,Returning,9,24,14,9,28,14,4
4244,Electronics,155.48,3,2024-09-24 14:59:58.897063,2024-09-30 14:59:58.897063,Delivered,Debit Card,Mobile,Email,VIP,9,24,14,9,30,14,6
4245,Home,102.99,2,2024-09-24 14:59:58.897063,2024-09-28 14:59:58.897063,Shipped,Google Pay,Mobile,Paid Search,Returning,9,24,14,9,28,14,4
4246,Clothing,479.67,1,2024-09-24 14:59:58.897063,2024-09-30 14:59:58.897063,Delivered,PayPal,Desktop,Social,Returning,9,24,14,9,30,14,6
4247,Electronics,230.39,4,2024-09-24 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Google Pay,Desktop,Social,VIP,9,24,14,9,29,14,5
4248,Beauty,393.17,2,2024-09-24 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,PayPal,Tablet,Social,VIP,9,24,14,9,26,14,2
4249,Toys,80.35,2,2024-09-24 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,Returning,9,24,14,9,29,14,5
4250,Home,93.76,2,2024-09-24 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,PayPal,Mobile,Email,VIP,9,24,14,9,26,14,2
4251,Books,229.32,4,2024-09-25 14:59:58.897063,2024-10-01 14:59:58.897063,Delivered,Google Pay,Mobile,Social,Returning,9,25,14,10,1,14,6
4252,Books,317.56,3,2024-09-25 14:59:58.897063,2024-09-27 14:59:58.897063,Delivered,Credit Card,Mobile,Paid Search,Returning,9,25,14,9,27,14,2
4253,Books,90.35,1,2024-09-25 14:59:58.897063,2024-09-30 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,VIP,9,25,14,9,30,14,5
4254,Books,314.87,2,2024-09-25 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Debit Card,Mobile,Email,Returning,9,25,14,9,28,14,3
4255,Toys,64.84,4,2024-09-25 14:59:58.897063,2024-10-01 14:59:58.897063,Delivered,Google Pay,Mobile,Email,VIP,9,25,14,10,1,14,6
4256,Beauty,465.52,5,2024-09-25 14:59:58.897063,2024-09-27 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,Returning,9,25,14,9,27,14,2
4257,Books,347.37,1,2024-09-25 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,VIP,9,25,14,9,29,14,4
4258,Toys,457.2,3,2024-09-25 14:59:58.897063,2024-09-29 14:59:58.897063,Shipped,Apple Pay,Desktop,Paid Search,VIP,9,25,14,9,29,14,4
4259,Beauty,380.71,1,2024-09-25 14:59:58.897063,2024-10-01 14:59:58.897063,Delivered,Debit Card,Mobile,Email,VIP,9,25,14,10,1,14,6
4260,Books,385.62,1,2024-09-25 14:59:58.897063,2024-09-30 14:59:58.897063,Pending,Apple Pay,Mobile,Paid Search,Returning,9,25,14,9,30,14,5
4261,Books,34.79,2,2024-09-25 14:59:58.897063,2024-09-30 14:59:58.897063,Pending,Apple Pay,Mobile,Email,Returning,9,25,14,9,30,14,5
4262,Books,239.21,5,2024-09-25 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,VIP,9,25,14,9,28,14,3
4263,Clothing,31.42,2,2024-09-25 14:59:58.897063,2024-10-02 14:59:58.897063,Delivered,Debit Card,Mobile,Social,Returning,9,25,14,10,2,14,7
4264,Books,273.43,1,2024-09-25 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Google Pay,Desktop,Social,Returning,9,25,14,9,28,14,3
4265,Beauty,218.67,1,2024-09-25 14:59:58.897063,2024-09-26 14:59:58.897063,Delivered,Google Pay,Desktop,Email,Returning,9,25,14,9,26,14,1
4266,Books,47.56,1,2024-09-25 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Google Pay,Mobile,Email,Returning,9,25,14,9,29,14,4
4267,Clothing,468.56,2,2024-09-25 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,VIP,9,25,14,9,29,14,4
4268,Electronics,474.68,2,2024-09-25 14:59:58.897063,2024-09-28 14:59:58.897063,Returned,Debit Card,Tablet,Paid Search,VIP,9,25,14,9,28,14,3
4269,Home,293.4,1,2024-09-25 14:59:58.897063,2024-09-28 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,Returning,9,25,14,9,28,14,3
4270,Books,111.77,2,2024-09-25 14:59:58.897063,2024-09-28 14:59:58.897063,Shipped,PayPal,Tablet,Paid Search,Returning,9,25,14,9,28,14,3
4271,Home,497.46,2,2024-09-25 14:59:58.897063,2024-10-02 14:59:58.897063,Delivered,Credit Card,Desktop,Paid Search,VIP,9,25,14,10,2,14,7
4272,Home,370.03,2,2024-09-25 14:59:58.897063,2024-09-27 14:59:58.897063,Shipped,Google Pay,Tablet,Social,Returning,9,25,14,9,27,14,2
4273,Toys,386.62,2,2024-09-26 14:59:58.897063,2024-10-03 14:59:58.897063,Delivered,Credit Card,Tablet,Email,New,9,26,14,10,3,14,7
4274,Clothing,207.38,2,2024-09-26 14:59:58.897063,2024-10-02 14:59:58.897063,Delivered,Apple Pay,Mobile,Organic,Returning,9,26,14,10,2,14,6
4275,Books,461.85,2,2024-09-26 14:59:58.897063,2024-10-01 14:59:58.897063,Pending,Google Pay,Mobile,Organic,Returning,9,26,14,10,1,14,5
4276,Beauty,109.77,1,2024-09-26 14:59:58.897063,2024-09-30 14:59:58.897063,Shipped,Debit Card,Mobile,Email,VIP,9,26,14,9,30,14,4
4277,Electronics,28.6,1,2024-09-26 14:59:58.897063,2024-10-01 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,Returning,9,26,14,10,1,14,5
4278,Electronics,487.03,2,2024-09-26 14:59:58.897063,2024-09-29 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,Returning,9,26,14,9,29,14,3
4279,Clothing,258.3,1,2024-09-26 14:59:58.897063,2024-09-30 14:59:58.897063,Delivered,PayPal,Mobile,Social,Returning,9,26,14,9,30,14,4
4280,Electronics,321.73,1,2024-09-26 14:59:58.897063,2024-09-30 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,New,9,26,14,9,30,14,4
4281,Toys,11.41,1,2024-09-26 14:59:58.897063,2024-09-29 14:59:58.897063,Returned,Apple Pay,Tablet,Organic,Returning,9,26,14,9,29,14,3
4282,Beauty,388.18,2,2024-09-26 14:59:58.897063,2024-09-27 14:59:58.897063,Shipped,PayPal,Tablet,Paid Search,VIP,9,26,14,9,27,14,1
4283,Books,397.29,2,2024-09-26 14:59:58.897063,2024-09-28 14:59:58.897063,Pending,Debit Card,Desktop,Organic,VIP,9,26,14,9,28,14,2
4284,Beauty,64.82,1,2024-09-26 14:59:58.897063,2024-10-01 14:59:58.897063,Delivered,Credit Card,Tablet,Email,Returning,9,26,14,10,1,14,5
4285,Home,426.08,1,2024-09-26 14:59:58.897063,2024-09-27 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,9,26,14,9,27,14,1
4286,Home,314.01,2,2024-09-26 14:59:58.897063,2024-09-30 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,VIP,9,26,14,9,30,14,4
4287,Clothing,211.77,1,2024-09-26 14:59:58.897063,2024-10-03 14:59:58.897063,Returned,Credit Card,Mobile,Email,VIP,9,26,14,10,3,14,7
4288,Beauty,27.04,5,2024-09-26 14:59:58.897063,2024-10-02 14:59:58.897063,Returned,Google Pay,Desktop,Social,Returning,9,26,14,10,2,14,6
4289,Books,405.78,1,2024-09-26 14:59:58.897063,2024-10-01 14:59:58.897063,Shipped,Apple Pay,Mobile,Paid Search,Returning,9,26,14,10,1,14,5
4290,Beauty,365.71,1,2024-09-26 14:59:58.897063,2024-09-28 14:59:58.897063,Shipped,Google Pay,Tablet,Email,VIP,9,26,14,9,28,14,2
4291,Home,101.8,2,2024-09-26 14:59:58.897063,2024-09-27 14:59:58.897063,Shipped,Credit Card,Tablet,Paid Search,Returning,9,26,14,9,27,14,1
